STA,datetime,Alnus,Betula,Quercus,Poaceae,alnus,betula,carpinus,corylus,cupressus,fagus,fraxinus,pinaceae,platanus,poaceae,populus,quercus,taxus,ulmus,PM10,mean_wind_dir,mean_wind_vel,max_wind_vel,sum_prec,mean_temp,max_temp,mean_RH,min_RH,max_RH,year
Basel,2023-04-19,0.00,45.00,96.00,4.00,10.69,33.11,1.64,8.00,12.81,24.67,49.80,0.42,5.41,60.50,4.50,68.71,14.30,2.47,11.9,23.00,1.50,11.90,5.40,9.40,13.30,78.90,60.50,93.70,2023.00
Basel,2023-04-20,0.00,3.00,28.00,0.00,1.81,11.67,0.36,2.29,1.77,5.00,9.00,0.05,0.91,8.83,0.95,10.71,3.00,0.15,5.5,99.00,1.70,6.20,2.10,6.00,9.00,83.40,69.50,93.70,2023.00
Basel,2023-04-21,0.00,18.00,27.00,0.00,4.58,28.82,1.09,7.14,3.09,32.67,30.20,0.42,3.32,16.17,1.30,20.28,6.13,1.31,9.6,93.00,2.10,8.70,0.20,8.90,13.10,77.60,61.00,94.80,2023.00
Basel,2023-04-22,0.00,83.00,153.00,4.00,21.81,110.28,6.55,33.72,11.19,166.33,93.00,2.69,17.69,63.83,5.80,105.98,16.50,6.24,8.3,158.00,1.90,13.70,0.10,13.00,21.40,68.80,37.60,91.80,2023.00
Basel,2023-04-23,0.00,29.00,94.00,0.00,13.75,59.07,5.09,22.58,19.88,116.67,48.20,2.38,19.20,78.50,5.75,88.45,13.70,5.16,4.6,240.00,2.40,17.40,1.10,13.80,20.70,70.30,34.90,95.60,2023.00
Basel,2023-04-24,NaN,NaN,NaN,NaN,7.50,25.01,3.09,19.15,12.96,94.67,17.00,1.74,6.60,54.17,4.65,72.52,9.93,5.09,5.9,262.00,3.50,14.90,1.70,10.80,14.30,66.60,48.50,87.40,2023.00
Basel,2023-04-25,0.00,4.00,29.00,0.00,2.50,5.48,0.36,5.14,3.98,22.17,10.80,0.32,2.55,17.67,0.95,15.23,4.30,0.62,4.0,247.00,2.10,11.20,5.00,8.10,13.00,82.30,58.50,97.90,2023.00
Basel,2023-04-26,0.00,8.00,45.00,3.00,4.03,12.86,3.09,14.86,26.21,116.50,11.00,0.84,4.37,37.67,2.50,23.91,8.20,1.62,7.4,297.00,1.10,4.90,0.00,9.50,15.00,76.50,49.20,100.00,2023.00
Basel,2023-04-27,0.00,7.00,134.00,7.00,8.61,45.02,10.92,34.29,6.33,251.17,35.60,2.01,6.10,59.83,4.70,81.72,12.67,2.70,8.5,90.00,1.00,5.00,0.40,14.20,19.70,65.40,38.60,94.60,2023.00
Basel,2023-04-28,0.00,10.00,51.00,0.00,3.61,28.58,2.73,13.72,15.61,67.00,16.00,0.58,4.05,69.50,2.20,36.74,5.07,1.46,8.8,143.00,1.60,7.00,11.70,14.60,19.90,89.10,64.50,97.10,2023.00
Basel,2023-04-29,0.00,34.00,214.00,5.00,17.36,32.39,6.55,21.43,64.48,75.67,40.00,5.70,14.78,213.17,3.15,89.78,15.37,8.02,8.5,333.00,1.80,8.60,0.10,15.00,19.70,78.70,56.60,100.00,2023.00
Basel,2023-04-30,0.00,74.00,202.00,4.00,15.97,56.69,7.46,27.43,19.58,186.00,58.80,7.76,6.91,96.67,3.80,131.22,10.33,6.24,8.0,304.00,1.20,4.70,0.00,13.50,17.70,71.80,51.40,91.00,2023.00
Basel,2023-05-01,0.00,15.00,183.00,7.00,8.33,13.82,4.00,23.43,9.72,104.83,19.60,9.66,4.37,69.50,2.60,100.05,5.73,5.63,7.8,207.00,1.80,8.80,12.50,12.90,17.30,80.80,49.10,96.10,2023.00
Basel,2023-05-02,0.00,41.00,66.00,3.00,5.97,22.15,3.64,14.00,11.34,68.50,14.40,16.94,3.59,55.00,3.15,42.59,12.83,2.54,10.3,346.00,1.50,9.90,0.10,13.30,19.90,73.10,38.10,96.90,2023.00
Basel,2023-05-03,0.00,54.00,125.00,15.00,8.75,30.49,7.28,26.00,18.84,186.67,27.20,14.25,5.41,88.17,4.90,69.33,17.47,3.47,13.5,72.00,1.90,9.90,0.00,13.40,21.10,65.40,34.80,92.20,2023.00
Basel,2023-05-04,0.00,30.00,177.00,9.00,13.06,41.92,6.37,26.58,13.40,119.83,44.20,24.96,6.55,77.67,5.80,103.42,24.43,2.24,12.9,98.00,1.50,7.20,0.00,17.50,25.20,57.90,34.50,90.20,2023.00
Basel,2023-05-05,4.00,42.00,200.00,31.00,11.94,28.82,3.82,19.15,24.59,80.50,41.60,42.86,5.64,87.33,6.80,67.82,20.60,3.47,12.4,162.00,1.40,23.20,13.70,16.70,24.00,77.60,47.50,95.80,2023.00
Basel,2023-05-06,0.00,1.00,53.00,12.00,4.17,10.48,2.00,6.86,11.93,31.83,17.20,43.23,2.09,37.33,2.10,24.70,9.73,1.46,11.3,315.00,1.00,4.70,0.00,17.10,22.10,75.00,48.50,96.40,2023.00
Basel,2023-05-07,0.00,4.00,71.00,18.00,3.61,5.72,3.46,9.43,13.25,68.00,22.40,168.15,1.73,69.17,1.55,30.10,6.03,2.47,7.6,225.00,1.70,6.80,5.20,15.50,19.60,82.60,61.20,93.80,2023.00
Basel,2023-05-08,0.00,5.00,12.00,42.00,0.69,3.33,0.91,1.14,3.98,9.83,4.20,26.97,0.45,16.17,0.55,3.10,3.47,0.54,5.7,207.00,0.90,4.80,1.80,15.50,19.10,86.50,65.30,95.00,2023.00
Basel,2023-05-09,0.00,0.00,18.00,45.00,2.08,4.76,1.82,4.57,8.98,21.33,4.20,42.54,1.00,44.67,0.95,5.40,5.23,0.69,8.6,225.00,1.50,7.80,10.00,15.30,21.30,83.90,54.30,96.10,2023.00
Basel,2023-05-10,0.00,3.00,31.00,28.00,1.67,3.33,1.82,2.29,5.89,23.83,6.20,113.31,1.36,46.33,2.10,15.49,7.60,1.62,3.8,253.00,2.70,10.60,4.10,13.20,16.90,72.90,50.10,93.20,2023.00
Basel,2023-05-11,0.00,0.00,3.00,5.00,0.42,2.62,0.00,0.57,4.56,3.50,1.60,18.84,0.45,31.17,0.95,2.21,3.97,0.08,3.7,247.00,1.40,6.70,4.10,11.90,15.20,82.10,64.00,95.10,2023.00
Basel,2023-05-12,0.00,0.00,0.00,0.00,1.67,7.15,1.09,0.86,5.30,12.33,1.80,17.84,0.96,39.17,1.50,3.98,5.57,0.46,6.3,321.00,1.20,7.80,0.00,13.10,18.00,79.40,52.60,94.90,2023.00
Basel,2023-05-13,0.00,0.00,1.00,0.00,1.11,1.19,0.73,2.00,15.16,9.50,1.60,6.44,1.00,53.83,0.85,2.04,3.40,0.00,9.4,326.00,1.10,4.80,0.10,12.60,16.80,83.60,63.70,93.80,2023.00
Basel,2023-05-14,0.00,0.00,1.00,3.00,0.97,4.05,1.09,1.14,10.45,11.50,2.80,30.24,1.18,73.00,0.95,4.87,3.30,0.39,8.6,256.00,1.30,7.80,0.50,12.90,18.10,80.50,53.30,94.50,2023.00
Basel,2023-05-15,0.00,1.00,11.00,30.00,1.94,5.95,1.27,1.71,12.22,7.17,1.80,25.33,0.96,76.00,1.85,4.52,6.60,1.31,8.1,270.00,1.30,9.00,1.40,13.20,19.20,79.40,50.40,95.50,2023.00
Basel,2023-05-16,0.00,1.00,9.00,12.00,1.53,4.76,1.27,1.71,9.42,11.50,2.00,33.88,1.36,38.17,1.60,4.69,5.80,0.46,10.3,327.00,2.20,12.10,4.90,10.20,11.20,88.20,76.20,95.70,2023.00
Basel,2023-05-17,0.00,1.00,9.00,85.00,4.72,28.58,2.00,6.57,6.77,61.00,4.60,101.23,2.68,79.67,7.30,25.50,22.77,1.23,9.6,14.00,1.90,10.80,0.00,11.20,15.50,64.00,45.90,85.90,2023.00
Basel,2023-05-18,0.00,1.00,9.00,83.00,4.03,12.39,1.64,4.00,24.88,21.00,2.60,42.80,3.00,109.00,3.25,8.85,8.60,0.69,9.6,51.00,1.60,8.50,0.00,11.80,16.00,62.80,46.20,90.90,2023.00
Basel,2023-05-19,0.00,0.00,9.00,66.00,4.44,12.86,1.27,2.86,19.88,18.33,3.60,40.69,3.41,138.50,3.65,9.65,14.80,1.00,10.1,8.00,1.40,7.00,0.00,13.60,17.00,64.70,55.50,79.20,2023.00
Basel,2023-05-20,0.00,4.00,7.00,137.00,3.75,8.58,1.27,1.14,19.14,21.83,2.80,35.31,5.96,132.33,3.30,6.38,12.50,1.23,13.4,219.00,1.10,3.50,0.00,14.60,18.30,75.40,60.50,90.70,2023.00
Basel,2023-05-21,0.00,3.00,3.00,65.00,6.53,13.34,3.82,4.00,49.03,35.67,7.40,83.07,6.19,211.17,4.70,9.47,15.03,2.39,19.8,278.00,1.30,5.70,0.00,18.20,25.20,72.40,44.10,93.00,2023.00
Basel,2023-05-22,NaN,NaN,NaN,NaN,4.58,16.91,1.09,1.43,25.76,17.33,6.20,40.43,5.46,172.83,6.35,10.54,19.50,0.85,13.3,252.00,1.60,6.80,2.20,19.40,26.60,71.20,39.40,93.50,2023.00
Basel,2023-05-23,0.00,0.00,6.00,156.00,4.58,28.82,2.55,4.00,39.31,25.33,4.00,67.77,4.09,293.67,9.20,13.64,30.10,1.39,20.3,325.00,2.40,11.20,0.00,17.80,22.30,73.70,54.70,93.70,2023.00
Basel,2023-05-24,0.00,0.00,5.00,202.00,3.61,14.77,1.27,3.14,30.48,16.67,1.20,54.68,3.46,222.33,8.55,10.27,23.50,1.16,15.4,297.00,1.80,6.60,0.00,13.10,16.50,70.40,52.60,83.70,2023.00
Basel,2023-05-25,0.00,0.00,4.00,217.00,5.83,24.53,2.18,3.43,24.59,40.50,3.00,121.18,3.18,242.00,10.65,13.10,25.30,1.31,14.4,323.00,1.10,5.30,0.00,15.80,21.40,61.70,50.30,79.80,2023.00
Basel,2023-05-26,0.00,0.00,3.00,359.00,11.11,38.35,2.37,6.86,55.36,37.83,1.80,163.56,3.87,458.50,17.40,24.53,39.43,2.16,18.8,311.00,1.80,8.60,0.00,18.10,24.50,63.60,44.50,87.50,2023.00
Basel,2023-05-27,0.00,1.00,7.00,423.00,10.83,26.20,4.37,8.86,45.64,43.67,3.80,197.92,4.14,428.50,16.30,18.51,31.10,2.39,18.7,306.00,1.60,7.20,0.00,18.20,25.10,62.50,43.50,85.90,2023.00
Basel,2023-05-28,0.00,2.00,4.00,297.00,8.19,24.53,3.64,3.71,40.93,30.33,2.60,170.63,3.18,336.50,13.05,15.67,23.03,3.31,14.0,360.00,1.40,7.10,0.00,18.60,25.70,57.60,35.20,89.20,2023.00
Basel,2023-05-29,0.00,0.00,3.00,367.00,4.86,14.53,2.55,2.86,32.09,23.50,2.40,147.83,2.05,266.50,10.10,15.94,16.20,1.85,12.4,72.00,1.80,9.20,0.00,18.60,26.90,52.10,22.70,84.40,2023.00
Basel,2023-05-30,NaN,NaN,NaN,NaN,9.58,41.92,3.82,8.00,44.90,39.67,2.60,230.32,5.69,398.67,21.15,26.83,46.57,2.31,17.0,310.00,1.80,9.20,0.00,18.40,25.30,58.90,38.40,88.40,2023.00
Basel,2023-05-31,0.00,4.00,4.00,351.00,9.17,39.78,3.09,6.29,31.80,33.83,5.40,225.04,5.14,357.33,18.35,25.23,44.97,3.31,16.8,63.00,1.90,10.00,0.00,19.00,26.90,49.50,30.40,77.80,2023.00
Basel,2023-06-01,3.00,3.00,5.00,309.00,7.22,29.54,2.91,4.86,28.41,25.67,2.80,157.07,5.41,259.83,15.85,20.36,37.00,2.47,17.6,279.00,1.60,8.50,0.00,20.20,26.70,52.10,35.70,78.20,2023.00
Basel,2023-06-02,0.00,1.00,0.00,309.00,9.44,36.92,1.82,8.86,34.30,19.17,2.80,95.16,5.78,315.67,18.40,20.63,47.23,1.46,19.4,313.00,2.20,10.60,0.00,19.20,25.90,53.70,38.30,76.40,2023.00
Basel,2023-06-03,1.00,4.00,3.00,267.00,6.67,28.58,0.91,1.43,22.82,10.17,1.40,53.83,4.23,234.17,12.05,13.72,31.13,1.08,16.9,293.00,1.50,7.50,0.00,18.80,26.40,58.20,37.30,83.30,2023.00
Basel,2023-06-04,0.00,1.00,5.00,232.00,6.67,27.39,1.09,4.00,28.86,11.67,2.60,55.31,2.82,214.67,10.90,10.62,24.57,1.85,15.1,27.00,1.70,10.60,0.00,19.10,26.40,61.40,31.90,86.40,2023.00
Basel,2023-06-05,0.00,0.00,1.00,181.00,6.11,30.73,0.36,5.72,21.79,13.17,3.00,52.88,4.14,194.33,11.45,14.08,36.43,1.70,15.5,304.00,1.50,7.10,0.00,19.40,26.40,54.00,31.40,83.30,2023.00
Basel,2023-06-06,1.00,0.00,0.00,188.00,4.17,19.29,0.73,4.29,24.00,5.17,0.80,30.61,2.82,188.67,10.00,10.89,24.90,0.93,14.1,84.00,1.60,8.50,0.00,20.30,26.70,53.30,29.20,81.00,2023.00
Basel,2023-06-07,1.00,0.00,1.00,171.00,3.61,27.87,0.36,5.14,22.23,6.00,2.80,23.86,4.05,199.67,11.45,13.81,37.67,1.08,16.8,333.00,1.40,8.00,0.00,20.50,26.80,50.50,28.10,84.40,2023.00
Basel,2023-06-08,0.00,1.00,3.00,135.00,4.86,20.25,0.55,4.57,15.16,4.00,3.00,17.42,4.00,121.33,9.30,9.92,24.93,0.46,16.7,90.00,1.20,6.40,0.00,21.00,27.70,52.90,31.50,76.00,2023.00
Basel,2023-06-09,1.00,0.00,1.00,129.00,4.31,18.58,1.09,2.57,18.84,4.67,2.00,15.99,2.82,147.83,8.60,9.56,21.87,1.08,14.8,90.00,1.90,8.90,0.00,22.40,29.30,51.20,25.40,83.20,2023.00
Basel,2023-06-10,0.00,0.00,4.00,123.00,3.61,13.58,0.36,1.71,18.99,4.83,3.40,15.62,2.55,141.17,7.20,8.94,17.53,1.08,12.1,18.00,1.30,8.60,0.80,22.40,28.40,59.90,37.10,92.80,2023.00
Basel,2023-06-11,0.00,0.00,0.00,106.00,3.33,10.72,0.91,2.29,14.72,2.50,4.40,11.66,2.00,124.50,5.60,6.99,11.37,0.39,11.5,77.00,1.50,8.70,0.00,22.50,29.10,57.00,34.90,92.90,2023.00
Basel,2023-06-12,0.00,0.00,0.00,121.00,5.69,26.68,0.36,3.14,17.96,4.50,5.00,16.84,3.73,161.50,10.70,11.42,26.17,1.62,13.7,90.00,1.60,9.60,0.00,22.20,29.50,45.20,25.60,79.10,2023.00
Basel,2023-06-13,1.00,0.00,0.00,133.00,4.03,30.01,0.55,3.71,17.81,5.17,5.00,16.47,3.55,188.17,12.85,16.82,35.63,1.62,13.9,75.00,1.80,9.80,0.00,20.90,27.70,38.30,16.80,72.40,2023.00
Basel,2023-06-14,0.00,0.00,0.00,123.00,6.39,42.16,1.09,4.29,20.61,6.67,9.20,20.69,4.64,217.33,18.25,21.87,44.70,1.31,17.4,323.00,1.80,11.30,0.00,19.90,27.50,43.30,26.70,72.20,2023.00
Basel,2023-06-15,0.00,0.00,0.00,95.00,6.25,27.87,0.36,3.71,13.99,4.00,2.60,8.97,4.05,141.00,11.80,9.83,36.03,0.69,18.3,257.00,1.60,7.00,0.00,20.50,27.30,48.40,23.00,76.30,2023.00
Basel,2023-06-16,0.00,0.00,1.00,51.00,2.78,28.82,0.18,2.86,16.93,3.50,3.80,5.91,3.87,173.67,11.50,12.84,35.20,0.69,17.1,243.00,1.20,5.70,0.00,21.30,28.10,46.70,26.10,73.90,2023.00
Basel,2023-06-17,0.00,0.00,0.00,64.00,3.61,15.96,0.55,4.29,14.72,1.83,1.80,5.49,2.37,204.17,6.35,10.18,20.53,0.46,16.3,0.00,1.30,6.90,0.00,22.10,29.10,44.70,24.10,67.90,2023.00
Basel,2023-06-18,0.00,0.00,0.00,106.00,3.89,17.39,0.91,2.57,16.19,2.00,2.00,12.03,2.32,162.00,7.40,11.78,19.30,0.85,17.3,124.00,1.30,15.90,0.30,22.70,32.50,54.60,26.00,84.50,2023.00
Basel,2023-06-19,1.00,0.00,0.00,92.00,4.86,19.77,0.36,4.00,13.99,3.67,12.20,8.50,8.14,171.67,6.90,10.71,23.03,0.62,14.4,45.00,1.50,8.60,2.60,23.70,29.50,62.50,39.40,94.30,2023.00
Basel,2023-06-20,1.00,0.00,0.00,42.00,7.08,25.01,0.55,7.72,11.93,13.17,8.60,6.65,7.10,53.33,8.60,25.50,22.60,1.31,16.0,108.00,2.00,19.10,1.20,23.60,32.70,72.60,33.70,93.70,2023.00
Basel,2023-06-21,0.00,0.00,0.00,50.00,4.86,13.82,2.55,2.57,11.19,12.67,4.80,5.70,3.23,72.00,4.00,11.69,13.17,0.93,17.2,143.00,1.30,10.60,19.70,21.70,27.10,80.20,55.60,95.80,2023.00
Basel,2023-06-22,3.00,0.00,0.00,62.00,5.83,14.29,3.46,3.71,19.58,11.17,7.00,5.59,4.55,102.67,4.90,10.27,14.50,1.16,22.3,203.00,1.80,22.00,25.80,20.80,26.50,84.70,62.00,95.80,2023.00
Basel,2023-06-23,0.00,0.00,0.00,26.00,0.97,7.86,0.36,2.57,4.12,0.67,0.60,2.85,0.91,63.83,2.25,3.81,7.03,0.39,10.4,263.00,2.30,9.60,3.10,20.40,25.60,64.20,34.80,93.10,2023.00
Basel,2023-06-24,0.00,0.00,0.00,37.00,3.61,9.29,0.18,2.86,16.93,1.83,1.80,2.59,1.64,97.67,4.25,6.38,8.63,0.54,11.5,86.00,1.70,9.90,0.00,21.50,28.00,56.00,33.80,87.90,2023.00
Basel,2023-06-25,0.00,0.00,0.00,53.00,1.94,5.95,0.00,1.43,10.89,2.33,1.40,2.32,0.68,90.83,3.90,5.58,6.70,0.39,12.6,180.00,1.20,6.70,0.00,23.00,30.00,55.50,34.40,88.30,2023.00
Basel,2023-06-26,0.00,0.00,0.00,69.00,4.44,19.53,0.73,2.86,24.44,2.50,1.40,2.80,1.82,373.67,7.65,14.34,23.90,0.62,17.0,282.00,2.50,10.70,0.00,23.00,27.60,56.50,40.90,82.70,2023.00
Basel,2023-06-27,0.00,0.00,0.00,56.00,4.72,17.15,0.00,2.57,12.22,1.00,1.40,0.69,1.86,326.67,6.00,11.60,20.03,0.15,11.4,252.00,1.70,6.10,0.00,19.70,24.40,54.90,34.20,81.60,2023.00
Basel,2023-06-28,0.00,0.00,0.00,31.00,2.78,21.20,0.00,2.29,9.42,0.67,1.40,1.00,2.73,122.50,8.20,10.54,24.30,0.46,12.5,270.00,1.10,4.90,0.00,19.70,25.80,56.90,36.00,80.80,2023.00
Basel,2023-06-29,0.00,0.00,0.00,28.00,2.50,16.44,0.18,4.29,8.10,1.50,1.00,1.00,2.37,98.33,6.45,7.35,20.23,0.46,16.0,270.00,1.10,6.30,0.00,22.50,28.40,56.90,36.80,85.00,2023.00
Basel,2023-06-30,0.00,0.00,0.00,9.00,0.97,3.81,0.18,2.00,7.80,0.17,0.60,0.63,0.91,52.83,1.10,1.95,4.17,0.08,13.0,246.00,1.60,11.10,21.00,18.60,21.30,82.60,67.40,95.00,2023.00
Basel,2023-07-01,0.00,0.00,0.00,31.00,4.31,8.81,0.00,1.71,11.48,0.50,0.60,0.53,1.46,197.00,2.45,6.99,8.03,0.15,8.7,260.00,1.60,8.60,1.00,18.90,22.00,68.40,46.20,94.40,2023.00
Basel,2023-07-02,0.00,0.00,0.00,19.00,1.53,5.48,0.18,0.57,10.31,0.33,0.80,0.69,1.73,139.83,1.85,4.43,6.73,0.46,18.0,267.00,2.50,10.40,0.00,19.90,24.20,61.10,39.70,80.90,2023.00
Basel,2023-07-03,0.00,0.00,0.00,34.00,2.64,8.81,0.00,2.57,16.34,0.50,0.60,0.58,1.82,193.67,4.10,6.20,13.17,0.62,13.0,270.00,2.30,9.70,0.00,20.40,24.20,56.50,43.50,74.70,2023.00
Basel,2023-07-04,0.00,0.00,0.00,23.00,1.94,9.29,0.00,0.86,8.54,0.83,0.80,0.58,1.32,89.83,2.70,3.19,8.97,0.15,6.2,270.00,1.40,9.80,0.30,20.50,25.30,71.00,48.50,89.80,2023.00
Basel,2023-07-05,0.00,0.00,0.00,20.00,1.39,8.10,0.00,1.43,10.01,0.83,0.60,0.84,1.05,117.00,2.95,5.14,8.53,0.31,7.0,255.00,2.60,11.20,5.50,18.80,23.20,65.20,37.70,92.90,2023.00
Basel,2023-07-06,0.00,0.00,0.00,26.00,2.78,15.72,0.18,1.71,11.93,1.33,1.00,0.48,1.59,86.67,4.10,5.58,13.53,0.62,11.5,297.00,1.10,5.40,0.00,19.60,25.30,58.50,36.20,82.20,2023.00
Basel,2023-07-07,1.00,0.00,0.00,35.00,1.67,15.96,0.00,2.00,10.60,1.83,0.60,0.32,2.23,66.17,5.05,5.93,15.33,0.46,15.4,72.00,1.40,7.50,0.00,23.40,31.60,52.30,26.10,88.10,2023.00
Basel,2023-07-08,0.00,0.00,0.00,15.00,2.64,7.38,0.36,1.71,8.24,1.33,6.60,1.48,3.59,46.50,1.95,3.45,8.20,0.62,11.4,112.00,1.60,8.80,19.60,22.60,29.50,71.20,40.40,96.30,2023.00
Basel,2023-07-09,0.00,0.00,0.00,30.00,3.75,10.48,0.18,2.57,12.81,0.83,3.60,0.95,3.05,58.33,3.90,4.25,11.97,0.69,16.1,104.00,1.80,7.40,0.00,26.60,34.70,55.20,26.30,86.40,2023.00
Basel,2023-07-10,1.00,0.00,0.00,32.00,4.17,9.53,0.18,3.43,12.22,3.33,0.80,5.23,1.77,39.00,3.25,4.34,12.20,0.08,16.4,252.00,1.50,11.20,7.40,25.00,30.40,68.70,47.30,92.80,2023.00
Basel,2023-07-11,0.00,0.00,0.00,47.00,3.75,17.39,0.18,3.14,24.59,1.50,2.60,1.58,1.86,55.17,4.45,6.29,17.00,0.39,20.2,117.00,1.60,23.70,6.60,26.20,34.90,69.20,38.80,94.30,2023.00
Basel,2023-07-12,0.00,0.00,0.00,16.00,1.25,10.96,0.18,2.00,11.48,0.33,0.60,0.42,1.27,27.17,2.35,5.76,12.97,0.39,14.4,264.00,2.10,8.10,0.00,22.20,26.10,74.90,54.50,92.70,2023.00
Basel,2023-07-13,0.00,0.00,0.00,26.00,2.92,23.10,0.00,4.00,7.21,1.67,0.60,0.63,2.59,69.67,7.20,10.80,26.97,0.15,10.1,274.00,2.00,10.00,0.00,21.30,25.80,55.50,31.80,85.20,2023.00
Basel,2023-07-14,0.00,0.00,0.00,79.00,3.61,15.24,0.36,4.57,7.95,1.00,1.00,0.90,1.50,52.33,4.85,6.55,17.20,0.62,15.3,90.00,1.20,5.80,0.00,22.40,30.30,57.20,33.70,84.10,2023.00
Basel,2023-07-15,0.00,0.00,0.00,54.00,3.75,15.48,0.36,2.00,15.75,1.17,2.40,1.48,2.82,88.83,5.05,5.84,14.73,0.54,14.1,315.00,2.20,14.70,7.90,24.40,31.30,63.40,39.20,92.20,2023.00
Basel,2023-07-16,0.00,0.00,0.00,14.00,2.22,5.24,0.18,0.57,7.95,0.17,0.60,0.32,1.59,27.33,1.70,3.01,6.43,0.46,6.6,281.00,1.40,5.90,0.40,19.80,24.00,69.10,52.80,89.20,2023.00
Basel,2023-07-17,0.00,0.00,0.00,23.00,3.19,15.01,0.00,3.71,8.10,0.83,1.40,0.26,1.64,78.17,3.10,5.31,13.63,0.54,11.1,283.00,1.50,6.50,0.00,21.70,26.00,61.10,43.00,83.70,2023.00
Basel,2023-07-18,0.00,0.00,0.00,31.00,6.39,20.01,2.73,2.86,8.98,7.50,5.20,1.11,3.50,57.17,6.55,8.85,22.33,1.23,14.1,270.00,1.50,10.40,0.30,21.90,29.10,66.50,42.50,88.80,2023.00
Basel,2023-07-19,0.00,0.00,0.00,46.00,6.11,19.29,1.64,2.86,9.28,3.83,1.40,0.69,3.50,94.00,6.10,13.10,24.30,0.54,13.6,285.00,2.50,10.90,0.00,24.00,28.90,58.10,36.10,92.00,2023.00
Basel,2023-07-20,0.00,0.00,0.00,30.00,5.00,33.82,0.18,4.29,5.01,1.50,1.20,0.53,3.55,72.17,10.35,18.33,35.23,0.77,12.8,280.00,1.60,7.60,0.00,21.90,26.60,52.60,35.20,78.40,2023.00
Basel,2023-07-21,0.00,0.00,0.00,14.00,3.06,16.44,0.00,2.29,5.45,1.17,0.80,0.26,2.32,48.00,5.15,8.32,20.03,0.39,10.2,270.00,1.40,8.80,0.70,19.10,23.10,66.40,49.80,84.60,2023.00
Basel,2023-07-22,0.00,0.00,0.00,8.00,1.94,10.96,0.18,0.86,5.45,1.17,0.60,0.21,1.46,57.33,3.80,4.78,14.20,0.31,8.8,293.00,1.70,8.90,0.00,20.70,26.80,56.70,30.10,86.60,2023.00
Basel,2023-07-23,0.00,0.00,0.00,22.00,2.78,12.39,0.00,0.86,8.10,1.17,1.00,0.63,1.82,76.67,2.80,6.55,12.50,0.39,9.6,315.00,1.60,7.80,0.00,22.30,29.20,54.90,33.20,76.30,2023.00
Basel,2023-07-24,0.00,0.00,0.00,9.00,1.25,5.72,0.00,0.29,5.89,0.83,0.40,0.69,1.00,38.33,2.50,4.16,10.00,0.15,9.4,169.00,1.50,15.50,8.90,19.70,22.50,79.40,64.00,92.20,2023.00
Basel,2023-07-25,0.00,0.00,0.00,9.00,1.25,4.53,0.18,2.00,5.74,1.67,0.20,0.58,0.91,32.00,2.70,4.43,6.40,0.23,5.4,260.00,3.20,13.80,7.60,17.10,21.80,78.00,50.10,92.90,2023.00
Basel,2023-07-26,0.00,0.00,0.00,8.00,1.11,2.14,0.36,0.57,2.80,0.50,0.60,0.11,0.59,17.67,2.05,2.30,4.60,0.00,5.3,242.00,2.10,10.40,1.60,15.90,20.30,72.70,49.90,93.20,2023.00
Basel,2023-07-27,0.00,0.00,0.00,9.00,1.94,9.53,0.00,1.71,6.63,0.17,0.80,0.16,1.59,42.33,3.10,3.19,10.30,0.31,8.8,68.00,1.70,7.80,0.00,19.00,25.60,69.80,45.30,88.10,2023.00
Basel,2023-07-28,0.00,0.00,0.00,8.00,2.64,18.82,0.18,4.57,5.15,2.33,1.00,0.48,2.55,44.17,6.35,14.88,21.67,0.39,8.1,264.00,1.90,12.00,0.00,21.00,26.60,72.20,47.80,90.70,2023.00
Basel,2023-07-29,0.00,0.00,0.00,7.00,0.83,3.57,0.00,0.57,4.86,0.50,0.60,0.11,0.91,38.33,0.70,2.04,6.10,0.00,7.8,243.00,1.60,11.00,2.00,20.30,26.50,83.30,51.80,95.10,2023.00
Basel,2023-07-30,0.00,0.00,0.00,5.00,1.53,3.33,0.00,0.57,3.53,1.17,0.60,0.42,1.05,54.00,1.20,3.54,6.03,0.08,6.4,263.00,2.90,12.80,0.00,20.00,24.40,65.30,35.70,91.80,2023.00
Basel,2023-07-31,0.00,0.00,0.00,18.00,1.94,10.96,0.18,2.00,7.51,1.00,0.60,0.26,2.46,54.67,3.20,4.96,13.07,0.08,14.8,246.00,1.70,7.50,0.00,20.00,25.60,60.60,42.00,85.80,2023.00
Basel,2023-08-01,0.00,0.00,0.00,5.00,1.81,4.76,0.00,2.00,5.30,0.83,1.00,0.32,1.32,39.50,2.05,3.81,6.97,0.15,7.2,243.00,3.30,14.20,6.40,19.20,23.10,67.70,47.60,90.30,2023.00
Basel,2023-08-02,0.00,0.00,0.00,18.00,1.39,9.53,0.36,2.57,4.86,1.33,0.40,0.69,1.73,37.67,2.70,5.05,10.30,0.39,9.3,248.00,3.60,16.20,4.50,20.60,29.80,69.20,36.00,94.50,2023.00
Basel,2023-08-03,1.00,0.00,0.00,9.00,1.81,10.96,0.18,2.57,4.56,1.50,1.00,0.58,2.27,39.50,3.50,5.84,10.77,0.39,5.2,261.00,3.70,17.50,0.00,19.60,23.90,56.70,42.30,84.10,2023.00
Basel,2023-08-04,0.00,0.00,0.00,8.00,0.97,4.53,0.00,0.86,4.86,0.17,0.60,0.16,0.64,14.17,1.40,1.86,6.77,0.08,4.9,323.00,1.20,9.60,3.70,16.50,19.20,81.30,67.70,93.20,2023.00
